1037
mrca(3,11,37,40,39,0,74,104,17,24,45,75,177,13,66,53,50,510,121,2829,256,62,303,160,134,436,141,569,72,91,180,3296,193,35,34,434,248,328,476,233,218,983,36,529,406,373,378,446,850,2237,3127,708,1274,1709,230,234,227,2730,231,353,101,48,2404,438,944,3718,487,1808,1021,971,902,742,325,302,310,20,205,88,86,61,376,564,1031,677,2797,3330,2468,2900,1548,4366,2587,1386,326,1553,258,720,107,79,163,2420,3416,848,2535,2238,3510,710,1593,1810,3098,1138,2015,2732,2010,1159,700,930,5887,2235,3167,657,673,110,157,151,133,212,348,3829,666,1265,1721,1020,585,3185,4593,1308,797,1217,1137,1462,4075,1786,2175,640,1322,795,723,2091,3107,164,219,105,95,114,139,150,236,2156,2088,4093,4466,560,1997,954,5626,4840,1171,1452,1798,764,1084,2072,732,1213,1842,2942,4138,1712,888,583,3212,4086,161,444,138,184,63,523,263,129,171,335,1057,1448,1264,922,1681,2511,3040,857,5480,1254,1780,1026,768,1674,3249,2544,1287,3917,2782,883,4222,247,288,2722,192,222,594,874,1719,754,4971,1469,3583,2164,3018,2610,1777,3034,2803,3299,2364,2056,3688,4054,745,1980,220,352,3915,475,667,1686,895,1729,2138,3147,1294,3973,1985,4398,1411,2019,928,3466,2299,2926,254,416,985,2500,344,689,409,342,582,2082,337,2938,1169,2084,3880,3739,3403,1269,1391,2619,3091,6109,2195,631,2276,287,617,279,580,390,587,361,694,784,809,1602,1967,1218,2846,1344,1257,3603,4572,763,862,2080,2584,120,592,973,1173,540,457,389,440,1387,5623,1124,2348,2642,2855,369,2375,2152,2291,3013,1324,2792,1550,3038,4762,3003,461,274,1826,3822,5199,1156,341,472,1207,306,521,516,3199,1185,1455,2327,2666,200,462,413,453,678,1791,2643,2069,2471,6152,842,1192,2109,5351,612,561,2667,894,682,2820,1210,2759,2843,1232,3690,654,307,1815,250,1659,4243,1087,1235,4877,2452,2389,3502,2402,498,947,4238,1633,1654,2793,1547,775,3388,646,647,1355,1377,1028,3568,1722,334,486,551,324,1339,660,384,3528,627,556,3811,4969,1908,5699,533,3363,887,2341,2595,1200,3797,736,879,953,1966,2857,2525,1987,2421,1916,1756,2350,978,1282,1705,2007,3176,2559,2810,317,467,595,593,5846,789,1272,3231,2287,1119,574,981,3710,4432,1511,1678,3484,3386,2488,3071,3402,2310,807,1840,3119,839,2401,1251,4069,3887,1805,1698,2245,3668,2545,3965,1316,1969,3613,2848,468,3052,4565,642,892,2197,2116,1090,1443,1191,1880,3746,4598,4751,2030,4353,387,404,955,3621,1278,625,757,3393,2910,5574,810,604,2422,2683,1083,1277,1011,2053,1006,3382,2515,3768,1353,2354,6429,2638,2263,4300,4161,4119,4363,1656,1627,2740,1389,1267,1488,2081,3522,2570,2744,3519,2777,3815,2314,4110,663,3135,3457,3156,2601,804,2319,3154,818,858,1866,2506,3515,1227,3608,3195,6188,1591,3491,5192,1666,2844,3531,4949,1108,2932,5126,1013,2360,442,3760,5769,3535,4872,2182,1992,716,1179,1409,1111,2317,1896,5466,6276,2726,4498,1161,1440,1865,2227,3359,1374,1140,1820,1240,2255,3239,4622,2445,1976,1947,3320,1936,653,3083,4279,5611,3905,5807,4421,5619,2394,730,915,1869,4114,2811,2872,2004,4499,2564,2113,2097,4873,3911,1555,3369,4575,1445,4019,2038,5202,2684,2632,5142,1837,2210,3414,1600,1320,3070,3406,5457,2119,1399,900,1174,1007,1088,1141,2763,3972,1888,3817,4960,3203,4352,2978,4146,1117,4206,1070,1696,1868,6012,1131,4230,4757,5357,1248,2575,3893,5786,1682,1359,4645,4945,2323,3616,1862,1380,1610,2036,3774,5004,3012,1279,5657,5745)	b(1999.9972602739726,2000.0027397260274)
mrca(587,2245,3668,2545,3965,1908,5699,2069,2471,6152)	b(2000.0392252663014,2000.0447047183561)
mrca(604,1161,1440,1866)	b(2000.039470909863,2000.0449503619177)
mrca(1654,1987,2421,2667)	b(2000.0463186347945,2000.0517980868492)
mrca(775,2319,5466,6276,2726,4498,3154,789)	b(2000.041721749863,2000.0472012019177)
mrca(2468,2900)	b(2000.0507244520547,2000.0562039041095)
mrca(612,533,1316,1969,4119,4363,3613,3363)	b(2000.0396459430137,2000.0451253950685)
mrca(1031,3098,5626,4840,4593)	b(2000.0441210027398,2000.0496004547945)
mrca(200,462,457)	b(2000.0368994659452,2000.042378918)
mrca(574,604,1161,1440,1866)	b(2000.0390780249315,2000.0445574769863)
mrca(1593,1810)	b(2000.047042919726,2000.0525223717807)
mrca(2314,4110)	b(2000.050220560822,2000.0557000128767)
mrca(138,220,279,2327,2666,540,200,462,457,580,334,486,551,1666,3239,4622,1353,2354,2844,3531,324,1339,2445,1976,4949,1108,1320,3203,4352,2978,4146,3070,2401,660,413,453,389,678,1251,4069,3887,1805,1087,390,440,384,3528,627,556,1235,1698,2932,5126,6429,2638,2263,4300,4161,3811,4969,4877,1791,1387,2452,2389,2643,5623,2500,184,63)	b(2000.022640118,2000.0281195700547)
mrca(3535,4872)	b(2000.053381100548,2000.0588605526027)
mrca(1251,4069)	b(2000.0495438001917,2000.0550232522464)
mrca(3760,5769,1389,892)	b(2000.0418190482192,2000.0472985002739)
mrca(1235,1698,2932,5126,6429,2638,2263,4300,4161)	b(2000.0456780303289,2000.0511574823836)
mrca(1359,1279,5657,5745,1610,1070,1174)	b(2000.045241598904,2000.0507210509588)
mrca(1916,1756,2350,978,2820)	b(2000.0437413279453,2000.04922078)
mrca(2319,5466,6276,2726,4498,3154)	b(2000.0468849101371,2000.0523643621918)
mrca(764,1469,2138,3739,3403,1254)	b(2000.0457145378082,2000.051193989863)
mrca(17,13,121,141,193,258,795,1712,888,3167,205,657,673,583,1411,2019,1777,768,1674,928,3466,2299,2926,3249,2544,2195,3603,4572,631,2276,3034,2803,3299,1287,3917,723,720,2091,3212,4086,2782,883,2364,2056,4222,3107,231,353)	b(2000.0026376849316,2000.0081171369864)
mrca(348,2156,2088)	b(2000.0494823282193,2000.054961780274)
mrca(4093,4466,3829)	b(2000.0539565473973,2000.059435999452)
mrca(850,764,1469,2138,3739,3403,1254,1217,1138,1137,1084,2072,2015,1021)	b(2000.0427081561645,2000.0481876082192)
mrca(1359,1279,5657,5745,1610)	b(2000.046427270137,2000.0519067221917)
mrca(1308,797)	b(2000.046120230137,2000.0515996821916)
mrca(1171,1452)	b(2000.0452245726028,2000.0507040246575)
mrca(3811,4969,4877,1791,1387,2452,2389,2643,5623)	b(2000.0448534440275,2000.0503328960822)
mrca(930,5887)	b(2000.0476695984933,2000.053149050548)
mrca(163,587,2245,3668,2545,3965,1908,5699,2069,2471,6152,344,689,1124,842,1192,2109,5351,2348,247,523,288,409,612,533,1316,1969,4119,4363,3613,3363,1947,3320,1936,653,1656,3083,3406,5457,4279,5611,3905,5807,4421,5619,1627,2740,2848,887,2341,2595,1200,3502,2642,2855,468,1013,2360,1248,2036,3774,2323,1117,2119,2394,442,3052,4565,2402,498,730,1399,2575,3893,4206,5786,3616,5004,3012,1682,1862,1380,900,1359,1279,5657,5745,1610,1070,1174,915,1696,1868,4645,4945,6012,1869,4114,642,3760,5769,1389,892,369,361,342,263,164,219)	b(2000.0180032471233,2000.023482699178)
mrca(5786,3616,5004,3012,1682,1862,1380,900)	b(2000.045286349589,2000.0507658016438)
mrca(3911,1555,2317,2601)	b(2000.047096760822,2000.0525762128766)
mrca(2227,3359,3515)	b(2000.047256170137,2000.0527356221917)
mrca(2782,883,2364,2056,4222,3107)	b(2000.048198576466,2000.0536780285206)
mrca(4645,4945,6012)	b(2000.0512932071233,2000.056772659178)
mrca(2452,2389,2643,5623)	b(2000.04998401937,2000.0554634714247)
mrca(307,818,858,810,1119,3388,574,604,1161,1440,1866,646,647,1865,1445,4019,2506,2227,3359,3515,981,274,1826)	b(2000.031180270411,2000.0366597224656)
mrca(3710,4432)	b(2000.0529484300548,2000.0584278821095)
mrca(1386,930,5887)	b(2000.0465750067124,2000.052054458767)
mrca(416,516,839,1006,1591,2255,3414,1600,3568,1722,3382,2515,3491,5192,3768,592,973,3199,1185)	b(2000.0357719618357,2000.0412514138904)
mrca(5786,3616,5004,3012)	b(2000.0480658865754,2000.05354533863)
mrca(583,1411,2019,1777,768,1674,928,3466,2299,2926,3249,2544)	b(2000.0389664970137,2000.0444459490684)
mrca(842,1192)	b(2000.0453415868494,2000.0508210389041)
mrca(561,947,2197,2116,3797,736,1090,1443,1267,1488,1191,2081,3522,2570,3535,4872,879,953,4238,2375,2152)	b(2000.0355491635617,2000.0410286156164)
mrca(2138,3739,3403)	b(2000.0496445219178,2000.0551239739725)
mrca(3414,1600)	b(2000.053118811233,2000.0585982632876)
mrca(107,110,157,88)	b(2000.0178317567124,2000.0233112087672)
mrca(2091,3212,4086)	b(2000.0489889874248,2000.0544684394795)
mrca(390,440,384,3528,627,556,1235,1698,2932,5126,6429,2638,2263,4300,4161)	b(2000.0351316138904,2000.040611065945)
mrca(1282,1705,2007,3176)	b(2000.0460302320548,2000.0515096841095)
mrca(848,2535)	b(2000.0426952547946,2000.0481747068493)
mrca(1159,1462,4075,700,1786,2175)	b(2000.044423382055,2000.0499028341096)
mrca(1865,1445,4019)	b(2000.0487132057535,2000.0541926578082)
mrca(1137,1084,2072,2015)	b(2000.0445921824657,2000.0500716345205)
mrca(1124,842,1192,2109,5351,2348)	b(2000.042638430685,2000.0481178827397)
mrca(61,133,150,192,387,1007,1088,1131,4230,1141,716,663,404,1179,2763,3972,2564,3135,317,955,3621,467,1278,3457,3156,595,1409,2113,2097,1111,1888,4757,5357,4873,3911,1555,2317,2601,461,593,804,3369,4575,1896,625,757,3393,5846,775,2319,5466,6276,2726,4498,3154,789,1272,3231,2910,5574,2287,654,307,818,858,810,1119,3388,574,604,1161,1440,1866,646,647,1865,1445,4019,2506,2227,3359,3515,981,274,1826,475,337,809,1602,1967,1218,2938,222,212,236,667,1686,594,335)	b(2000.0146121060275,2000.0200915580822)
mrca(498,730,1399,2575,3893,4206,5786,3616,5004,3012,1682,1862,1380,900,1359,1279,5657,5745,1610,1070,1174,915,1696,1868,4645,4945,6012,1869,4114,642,3760,5769,1389,892)	b(2000.037587850959,2000.0430673030137)
mrca(764,1469,2138,3739,3403,1254,1217,1138,1137,1084,2072,2015,1021)	b(2000.0440064630138,2000.0494859150685)
mrca(757,3393)	b(2000.0396513684932,2000.045130820548)
mrca(1355,3710,4432)	b(2000.0463839095069,2000.0518633615616)
mrca(1947,3320)	b(2000.0487708758903,2000.054250327945)
mrca(1111,1888,4757,5357,4873)	b(2000.0447139772602,2000.050193429315)
mrca(1169,2846,1344,895,874,1057,1448,1729,2084,3880,1719)	b(2000.0415663224658,2000.0470457745205)
mrca(2350,978)	b(2000.050335821096,2000.0558152731508)
mrca(352,561,947,2197,2116,3797,736,1090,1443,1267,1488,1191,2081,3522,2570,3535,4872,879,953,4238,2375,2152,1880,3746,4598,4751,1966,2857,2811,2872,2182,1992,2004,4499,2744,3519,2525,1633,1654,1987,2421,2667,694,582,894,682,1916,1756,2350,978,2820,1282,1705,2007,3176,1210,2030,2777,3815,2314,4110,4353,2793,2759,784,1547,2559,2810,2843,1232,3690,2291,3013,1324,2792)	b(2000.0298078484932,2000.035287300548)
mrca(110,157)	b(2000.0197725950686,2000.0252520471233)
mrca(2195,3603,4572)	b(2000.0496935169315,2000.0551729689862)
mrca(2575,3893)	b(2000.0481553369864,2000.053634789041)
mrca(971,2468,2900,902,1548,4366)	b(2000.0431538,2000.0486332520547)
mrca(2782,883,2364,2056,4222)	b(2000.0493682203014,2000.0548476723561)
mrca(1269,3822,5199,1257,3147)	b(2000.0458183532878,2000.0512978053425)
mrca(1837,2210)	b(2000.0478676708767,2000.0533471229314)
mrca(389,678,1251,4069,3887,1805,1087)	b(2000.035114148137,2000.0405936001916)
mrca(1355,3710,4432,1511,1678,2422,2683,3484)	b(2000.0451529040274,2000.0506323560821)
mrca(4757,5357)	b(2000.0556260539727,2000.0611055060274)
mrca(1698,2932,5126,6429)	b(2000.0480496823836,2000.0535291344383)
mrca(2777,3815)	b(2000.0515488172603,2000.057028269315)
mrca(763,862,1355,3710,4432,1511,1678,2422,2683,3484,1156,2080)	b(2000.0415237453974,2000.047003197452)
mrca(2053,3195,6188,3119)	b(2000.0464743147124,2000.0519537667672)
mrca(1007,1088)	b(2000.0439149690412,2000.049394421096)
mrca(902,1548,4366)	b(2000.0440898520549,2000.0495693041096)
mrca(2422,2683)	b(2000.0513174108767,2000.0567968629314)
mrca(409,612,533,1316,1969,4119,4363,3613,3363,1947,3320,1936,653,1656,3083,3406,5457,4279,5611,3905,5807,4421,5619,1627,2740,2848,887,2341,2595,1200,3502,2642,2855)	b(2000.0355708553425,2000.0410503073972)
mrca(184,63)	b(2000.0261905015616,2000.0316699536163)
mrca(640,1269,3822,5199,1257,3147,3583,1294,1391,2619,2164,1780,1026)	b(2000.0400873886301,2000.0455668406848)
mrca(2445,1976,4949,1108,1320,3203,4352,2978,4146,3070)	b(2000.0422433152603,2000.047722767315)
mrca(40,0,45,50,303,971,2468,2900,902,1548,4366,2237,3127,742,2732,2010,2587,708,1274,1709,74,75,91,180,160,134,218,230,1159,1462,4075,700,1786,2175,1386,930,5887,234,325,640,1269,3822,5199,1257,3147,3583,1294,1391,2619,2164,1780,1026,732,1213,1842,3973,1985,3018,2610,3091,6109,4398,326,227,302,310,104,177,436,20,1553,2942,4138,1322,2235,2730,983,3296,510)	b(2000.0034742164385,2000.0089536684932)
mrca(133,150,192,387,1007,1088,1131,4230,1141,716,663,404,1179,2763,3972,2564,3135,317,955,3621,467,1278,3457,3156,595,1409,2113,2097,1111,1888,4757,5357,4873,3911,1555,2317,2601,461,593,804,3369,4575,1896,625,757,3393,5846,775,2319,5466,6276,2726,4498,3154,789,1272,3231,2910,5574,2287,654,307,818,858,810,1119,3388,574,604,1161,1440,1866,646,647,1865,1445,4019,2506,2227,3359,3515,981,274,1826,475,337,809,1602,1967,1218,2938,222,212,236,667,1686,594,335)	b(2000.021445201918,2000.0269246539726)
mrca(763,862,1355,3710,4432,1511,1678,2422,2683,3484,1156,2080,254,341,472,1815,250,1207,306,1083,1227,1374,1140,1277,1820,2038,5202,3608,1011,1240,2684,3817,4960,2632,5142,1837,2210,3386,2488,3071,3402,2310,521,807,1840,1377,1028,2053,3195,6188,3119,287,2584,120,3688,4054)	b(2000.026909649507,2000.0323891015616)
mrca(1947,3320,1936,653,1656,3083,3406,5457,4279,5611,3905,5807,4421,5619,1627,2740,2848,887,2341)	b(2000.0400179879452,2000.04549744)
mrca(1399,2575,3893,4206)	b(2000.046657810959,2000.0521372630137)
mrca(1011,1240,2684,3817,4960,2632,5142,1837,2210,3386)	b(2000.0399764845754,2000.04545593663)
mrca(1083,1227,1374,1140,1277,1820,2038,5202,3608,1011,1240,2684,3817,4960,2632,5142,1837,2210,3386)	b(2000.0385546845753,2000.04403413663)
mrca(3688,4054)	b(2000.0426630741645,2000.0481425262192)
mrca(105,95,114,129,171,139,352,561,947,2197,2116,3797,736,1090,1443,1267,1488,1191,2081,3522,2570,3535,4872,879,953,4238,2375,2152,1880,3746,4598,4751,1966,2857,2811,2872,2182,1992,2004,4499,2744,3519,2525,1633,1654,1987,2421,2667,694,582,894,682,1916,1756,2350,978,2820,1282,1705,2007,3176,1210,2030,2777,3815,2314,4110,4353,2793,2759,784,1547,2559,2810,2843,1232,3690,2291,3013,1324,2792,2082,1550,3038,4762,3003,3915,2722,151,86,101)	b(2000.0149130539726,2000.0203925060273)
mrca(3811,4969,4877)	b(2000.0513620538904,2000.0568415059452)
mrca(2082,1550,3038,4762,3003,3915)	b(2000.0455752457535,2000.0510546978082)
mrca(35,36,107,110,157,88,79,763,862,1355,3710,4432,1511,1678,2422,2683,3484,1156,2080,254,341,472,1815,250,1207,306,1083,1227,1374,1140,1277,1820,2038,5202,3608,1011,1240,2684,3817,4960,2632,5142,1837,2210,3386,2488,3071,3402,2310,521,807,1840,1377,1028,2053,3195,6188,3119,287,2584,120,3688,4054,161,416,516,839,1006,1591,2255,3414,1600,3568,1722,3382,2515,3491,5192,3768,592,973,3199,1185,617,1455,1659,4243,1173,985,745,1980,444,138,220,279,2327,2666,540,200,462,457,580,334,486,551,1666,3239,4622,1353,2354,2844,3531,324,1339,2445,1976,4949,1108,1320,3203,4352,2978,4146,3070,2401,660,413,453,389,678,1251,4069,3887,1805,1087,390,440,384,3528,627,556,1235,1698,2932,5126,6429,2638,2263,4300,4161,3811,4969,4877,1791,1387,2452,2389,2643,5623,2500,184,63,163,587,2245,3668,2545,3965,1908,5699,2069,2471,6152,344,689,1124,842,1192,2109,5351,2348,247,523,288,409,612,533,1316,1969,4119,4363,3613,3363,1947,3320,1936,653,1656,3083,3406,5457,4279,5611,3905,5807,4421,5619,1627,2740,2848,887,2341,2595,1200,3502,2642,2855,468,1013,2360,1248,2036,3774,2323,1117,2119,2394,442,3052,4565,2402,498,730,1399,2575,3893,4206,5786,3616,5004,3012,1682,1862,1380,900,1359,1279,5657,5745,1610,1070,1174,915,1696,1868,4645,4945,6012,1869,4114,642,3760,5769,1389,892,369,361,342,263,164,219,105,95,114,129,171,139,352,561,947,2197,2116,3797,736,1090,1443,1267,1488,1191,2081,3522,2570,3535,4872,879,953,4238,2375,2152,1880,3746,4598,4751,1966,2857,2811,2872,2182,1992,2004,4499,2744,3519,2525,1633,1654,1987,2421,2667,694,582,894,682,1916,1756,2350,978,2820,1282,1705,2007,3176,1210,2030,2777,3815,2314,4110,4353,2793,2759,784,1547,2559,2810,2843,1232,3690,2291,3013,1324,2792,2082,1550,3038,4762,3003,3915,2722,151,86,101,48,61,133,150,192,387,1007,1088,1131,4230,1141,716,663,404,1179,2763,3972,2564,3135,317,955,3621,467,1278,3457,3156,595,1409,2113,2097,1111,1888,4757,5357,4873,3911,1555,2317,2601,461,593,804,3369,4575,1896,625,757,3393,5846,775,2319,5466,6276,2726,4498,3154,789,1272,3231,2910,5574,2287,654,307,818,858,810,1119,3388,574,604,1161,1440,1866,646,647,1865,1445,4019,2506,2227,3359,3515,981,274,1826,475,337,809,1602,1967,1218,2938,222,212,236,667,1686,594,335,34,2829)	b(2000.0060358263015,2000.0115152783562)
mrca(1240,2684,3817,4960,2632,5142,1837,2210)	b(2000.0450788708768,2000.0505583229315)
mrca(574,604,1161,1440,1866,646)	b(2000.037343750959,2000.0428232030138)
mrca(3811,4969,4877,1791,1387)	b(2000.0450576264932,2000.050537078548)
mrca(1294,1391,2619,2164)	b(2000.0445317530136,2000.0500112050684)
mrca(807,1840,1377)	b(2000.0432617147123,2000.048741166767)
mrca(1251,4069,3887,1805,1087)	b(2000.0445486960823,2000.050028148137)
mrca(2445,1976)	b(2000.0472750111508,2000.0527544632055)
mrca(954,754,4971,3040)	b(2000.043616682192,2000.0490961342466)
mrca(20,1553,2942,4138,1322,2235,2730,983)	b(2000.04377690137,2000.0492563534247)
mrca(1320,3203,4352,2978,4146,3070)	b(2000.0470439673152,2000.05252341937)
mrca(3905,5807,4421,5619)	b(2000.0541369553425,2000.0596164073972)
mrca(35,36,107,110,157,88,79,763,862,1355,3710,4432,1511,1678,2422,2683,3484,1156,2080,254,341,472,1815,250,1207,306,1083,1227,1374,1140,1277,1820,2038,5202,3608,1011,1240,2684,3817,4960,2632,5142,1837,2210,3386,2488,3071,3402,2310,521,807,1840,1377,1028,2053,3195,6188,3119,287,2584,120,3688,4054,161,416,516,839,1006,1591,2255,3414,1600,3568,1722,3382,2515,3491,5192,3768,592,973,3199,1185,617,1455,1659,4243,1173,985,745,1980,444,138,220,279,2327,2666,540,200,462,457,580,334,486,551,1666,3239,4622,1353,2354,2844,3531,324,1339,2445,1976,4949,1108,1320,3203,4352,2978,4146,3070,2401,660,413,453,389,678,1251,4069,3887,1805,1087,390,440,384,3528,627,556,1235,1698,2932,5126,6429,2638,2263,4300,4161,3811,4969,4877,1791,1387,2452,2389,2643,5623,2500,184,63,163,587,2245,3668,2545,3965,1908,5699,2069,2471,6152,344,689,1124,842,1192,2109,5351,2348,247,523,288,409,612,533,1316,1969,4119,4363,3613,3363,1947,3320,1936,653,1656,3083,3406,5457,4279,5611,3905,5807,4421,5619,1627,2740,2848,887,2341,2595,1200,3502,2642,2855,468,1013,2360,1248,2036,3774,2323,1117,2119,2394,442,3052,4565,2402,498,730,1399,2575,3893,4206,5786,3616,5004,3012,1682,1862,1380,900,1359,1279,5657,5745,1610,1070,1174,915,1696,1868,4645,4945,6012,1869,4114,642,3760,5769,1389,892,369,361,342,263,164,219,105,95,114,129,171,139,352,561,947,2197,2116,3797,736,1090,1443,1267,1488,1191,2081,3522,2570,3535,4872,879,953,4238,2375,2152,1880,3746,4598,4751,1966,2857,2811,2872,2182,1992,2004,4499,2744,3519,2525,1633,1654,1987,2421,2667,694,582,894,682,1916,1756,2350,978,2820,1282,1705,2007,3176,1210,2030,2777,3815,2314,4110,4353,2793,2759,784,1547,2559,2810,2843,1232,3690,2291,3013,1324,2792,2082,1550,3038,4762,3003,3915,2722,151,86,101,48,61,133,150,192,387,1007,1088,1131,4230,1141,716,663,404,1179,2763,3972,2564,3135,317,955,3621,467,1278,3457,3156,595,1409,2113,2097,1111,1888,4757,5357,4873,3911,1555,2317,2601,461,593,804,3369,4575,1896,625,757,3393,5846,775,2319,5466,6276,2726,4498,3154,789,1272,3231,2910,5574,2287,654,307,818,858,810,1119,3388,574,604,1161,1440,1866,646,647,1865,1445,4019,2506,2227,3359,3515,981,274,1826,475,337,809,1602,1967,1218,2938,222,212,236,667,1686,594,335,34,2829,66)	b(2000.004757319452,2000.0102367715067)
mrca(732,1213,1842,3973,1985,3018,2610,3091,6109,4398)	b(2000.0412386489043,2000.046718100959)
mrca(220,279,2327,2666,540,200,462,457,580,334,486,551,1666,3239,4622,1353,2354,2844,3531,324,1339,2445,1976,4949,1108,1320,3203,4352,2978,4146,3070,2401,660,413,453,389,678,1251,4069,3887,1805,1087,390,440,384,3528,627,556,1235,1698,2932,5126,6429,2638,2263,4300,4161,3811,4969,4877,1791,1387,2452,2389,2643,5623,2500)	b(2000.0275864303287,2000.0330658823834)
mrca(279,2327,2666,540,200,462,457,580)	b(2000.031280057726,2000.0367595097807)
mrca(13,121,141,193,258,795,1712,888,3167,205,657,673,583,1411,2019,1777,768,1674,928,3466,2299,2926,3249,2544,2195,3603,4572,631,2276,3034,2803,3299,1287,3917,723,720,2091,3212,4086,2782,883,2364,2056,4222,3107,231,353)	b(2000.0040903095892,2000.009569761644)
mrca(1511,1678,2422,2683,3484)	b(2000.0459909944384,2000.051470446493)
mrca(944,3718)	b(2000.0435198356165,2000.0489992876712)
mrca(348,2156,2088,4093,4466,3829)	b(2000.0444709583562,2000.049950410411)
mrca(1815,250,1207)	b(2000.0441480736165,2000.0496275256712)
mrca(560,1997,954,754,4971,3040)	b(2000.041482010959,2000.0469614630138)
mrca(2422,2683,3484)	b(2000.050554090329,2000.0560335423836)
mrca(3203,4352)	b(2000.0504446440275,2000.0559240960822)
mrca(947,2197,2116,3797)	b(2000.0435374813699,2000.0490169334246)
mrca(2744,3519)	b(2000.051462760822,2000.0569422128767)
mrca(2038,5202)	b(2000.049305569507,2000.0547850215617)
mrca(256,348,2156,2088,4093,4466,3829,2420,3416,2404,529,434,569)	b(2000.0301001917808,2000.0355796438355)
mrca(593,804,3369,4575,1896,625,757,3393,5846)	b(2000.0393100238357,2000.0447894758904)
mrca(2797,3330)	b(2000.0515968931506,2000.0570763452054)
mrca(1007,1088,1131,4230,1141,716,663)	b(2000.0404271580821,2000.0459066101369)
mrca(2109,5351)	b(2000.0472504583563,2000.052729910411)
mrca(973,3199,1185)	b(2000.0401138549864,2000.0455933070411)
mrca(1880,3746,4598,4751,1966,2857,2811,2872,2182,1992,2004,4499,2744,3519,2525,1633)	b(2000.0439507991782,2000.049430251233)
mrca(1011,1240,2684,3817,4960,2632,5142,1837,2210)	b(2000.0439434434795,2000.0494228955342)
mrca(341,472,1815,250,1207)	b(2000.0339464571782,2000.039425909233)
mrca(585,3185,560,1997,954,754,4971,3040,564,1031,3098,5626,4840,4593)	b(2000.0383713863014,2000.043850838356)
mrca(2238,3510)	b(2000.0499861808219,2000.0554656328766)
mrca(3457,3156)	b(2000.0479307252056,2000.0534101772603)
mrca(1696,1868)	b(2000.0480466756164,2000.0535261276711)
mrca(20,1553,2942,4138,1322,2235,2730)	b(2000.0438699528768,2000.0493494049315)
mrca(212,236,667,1686,594,335)	b(2000.0282634758905,2000.0337429279452)
mrca(1445,4019)	b(2000.054381781096,2000.0598612331507)
mrca(627,556)	b(2000.0398825207399,2000.0453619727946)
mrca(328,487,677,1308,797,1171,1452,1798,857,5480,378,1808,2797,3330,446,476)	b(2000.032053369863,2000.0375328219177)
mrca(279,2327,2666,540)	b(2000.0328280303288,2000.0383074823835)
mrca(2030,2777,3815,2314,4110,4353)	b(2000.0478970567124,2000.053376508767)
mrca(1272,3231)	b(2000.0459253334247,2000.0514047854795)
mrca(352,561,947,2197,2116,3797,736,1090,1443,1267,1488,1191,2081,3522,2570,3535,4872,879,953,4238,2375,2152,1880,3746,4598,4751,1966,2857,2811,2872,2182,1992,2004,4499,2744,3519,2525,1633,1654,1987,2421,2667,694,582,894,682,1916,1756,2350,978,2820,1282,1705,2007,3176,1210,2030,2777,3815,2314,4110,4353,2793,2759,784,1547,2559,2810,2843,1232,3690,2291,3013,1324,2792,2082,1550,3038,4762,3003,3915,2722)	b(2000.0231019580822,2000.028581410137)
mrca(4119,4363)	b(2000.0545655868493,2000.060045038904)
mrca(763,862,1355,3710,4432,1511,1678,2422,2683,3484,1156,2080,254,341,472,1815,250,1207,306,1083,1227,1374,1140,1277,1820,2038,5202,3608,1011,1240,2684,3817,4960,2632,5142,1837,2210,3386,2488,3071,3402,2310,521,807,1840,1377,1028,2053,3195,6188,3119,287,2584,120,3688,4054,161,416,516,839,1006,1591,2255,3414,1600,3568,1722,3382,2515,3491,5192,3768,592,973,3199,1185,617,1455,1659,4243,1173,985,745,1980,444)	b(2000.0223043618357,2000.0277838138904)
mrca(258,795,1712,888,3167)	b(2000.0325968586576,2000.0380763107123)
mrca(1936,653)	b(2000.0489434731508,2000.0544229252055)
mrca(2811,2872,2182,1992,2004,4499)	b(2000.0488858156166,2000.0543652676713)
mrca(1083,1227,1374,1140)	b(2000.04497953937,2000.0504589914246)
mrca(2632,5142,1837,2210)	b(2000.0458449640275,2000.0513244160823)
mrca(287,2584,120)	b(2000.0316759919726,2000.0371554440273)
mrca(1308,797,1171,1452,1798,857,5480)	b(2000.041968969863,2000.0474484219178)
mrca(468,1013,2360,1248,2036,3774,2323,1117,2119,2394,442,3052,4565,2402)	b(2000.036198911233,2000.0416783632877)
mrca(1448,1729,2084,3880,1719)	b(2000.0468796923287,2000.0523591443834)
mrca(2910,5574,2287)	b(2000.0485461827398,2000.0540256347945)
mrca(720,2091,3212,4086,2782,883,2364,2056,4222,3107)	b(2000.0410469709864,2000.046526423041)
mrca(3382,2515,3491,5192,3768)	b(2000.048200131233,2000.0536795832877)
mrca(3212,4086)	b(2000.0526708778357,2000.0581503298904)
mrca(763,862,1355,3710,4432,1511,1678,2422,2683,3484,1156,2080,254,341,472,1815,250,1207,306,1083,1227,1374,1140,1277,1820,2038,5202,3608,1011,1240,2684,3817,4960,2632,5142,1837,2210,3386,2488,3071,3402,2310,521,807,1840,1377,1028,2053,3195,6188,3119,287,2584,120)	b(2000.0289807810138,2000.0344602330686)
mrca(516,839,1006,1591,2255,3414,1600,3568,1722,3382,2515,3491,5192,3768)	b(2000.0378931619177,2000.0433726139725)
mrca(4762,3003)	b(2000.052731919726,2000.0582113717808)
mrca(1880,3746,4598,4751)	b(2000.0446761553426,2000.0501556073973)
